3.999202329999999250e+01,1.162972265999999877e+02,3.999165659999999889e+01,1.162971349000000174e+02,5.100000000000000000e+01,3.000000000000000000e+00
3.999163989999999558e+01,1.162986382999999933e+02,3.999166160000000048e+01,1.162971665999999971e+02,5.100000000000000000e+01,8.000000000000000000e+00
3.999371660000000617e+01,1.162985350000000153e+02,3.999131489999999900e+01,1.162978565999999887e+02,5.100000000000000000e+01,1.000000000000000000e+01
3.998896329999999466e+01,1.163003882999999945e+02,3.999094500000000352e+01,1.162976398999999930e+02,5.100000000000000000e+01,1.800000000000000000e+01
3.999303160000000190e+01,1.162984283000000119e+02,3.999098989999999532e+01,1.162975115999999929e+02,5.100000000000000000e+01,1.900000000000000000e+01
3.998923159999999655e+01,1.162984850000000137e+02,3.998951500000000436e+01,1.162998365999999919e+02,5.100000000000000000e+01,3.900000000000000000e+01
3.998980829999999997e+01,1.163006449000000089e+02,3.999069829999999826e+01,1.162975983000000042e+02,5.100000000000000000e+01,4.100000000000000000e+01
3.998971160000000680e+01,1.162996949000000058e+02,3.999061999999999983e+01,1.162979950000000002e+02,1.040000000000000000e+02,3.000000000000000000e+00
3.998890490000000142e+01,1.163053049000000101e+02,3.999085159999999917e+01,1.162976682999999980e+02,1.040000000000000000e+02,5.000000000000000000e+00
3.999086329999999379e+01,1.162985799000000071e+02,3.999094829999999234e+01,1.162976832999999885e+02,1.040000000000000000e+02,6.000000000000000000e+00
3.999206500000000375e+01,1.162984115999999943e+02,3.999069659999999971e+01,1.162973465999999974e+02,1.040000000000000000e+02,1.100000000000000000e+01
3.999057489999999859e+01,1.162978982999999999e+02,3.999061999999999983e+01,1.162986865999999964e+02,1.040000000000000000e+02,1.500000000000000000e+01
3.998919329999999661e+01,1.163042049000000162e+02,3.999076989999999654e+01,1.162977716000000044e+02,1.040000000000000000e+02,1.900000000000000000e+01
3.999040999999999713e+01,1.162983349000000146e+02,3.999064489999999950e+01,1.162981365999999923e+02,1.040000000000000000e+02,2.200000000000000000e+01
3.999365999999999843e+01,1.162982065999999861e+02,3.999093489999999917e+01,1.162976483000000059e+02,1.040000000000000000e+02,5.100000000000000000e+01
3.998880330000000072e+01,1.162987599000000216e+02,3.999080159999999751e+01,1.162987115999999901e+02,1.040000000000000000e+02,5.400000000000000000e+01
3.998977659999999901e+01,1.163017515999999887e+02,3.999101500000000442e+01,1.162977415999999948e+02,1.040000000000000000e+02,5.500000000000000000e+01
3.999113159999999567e+01,1.162984815999999881e+02,3.999088499999999868e+01,1.162980300000000113e+02,1.040000000000000000e+02,6.900000000000000000e+01
3.999051329999999638e+01,1.162986299000000088e+02,3.999069990000000274e+01,1.162984599000000117e+02,1.040000000000000000e+02,7.300000000000000000e+01
3.998997160000000406e+01,1.163042082999999849e+02,3.999092490000000311e+01,1.162974815999999834e+02,1.040000000000000000e+02,7.500000000000000000e+01
3.999073989999999412e+01,1.162980682999999971e+02,3.999100990000000166e+01,1.162978099000000185e+02,1.040000000000000000e+02,8.200000000000000000e+01
3.999061489999999708e+01,1.162982765999999799e+02,3.999101329999999876e+01,1.162976615999999979e+02,1.040000000000000000e+02,9.400000000000000000e+01
3.998968660000000597e+01,1.162985283000000010e+02,3.998977490000000046e+01,1.162989215999999999e+02,1.040000000000000000e+02,9.700000000000000000e+01
3.998972160000000287e+01,1.163032882999999913e+02,3.999089160000000476e+01,1.162977000000000061e+02,1.040000000000000000e+02,9.800000000000000000e+01
3.999057489999999859e+01,1.162980765999999875e+02,3.999067829999999901e+01,1.162982115999999877e+02,1.040000000000000000e+02,1.020000000000000000e+02
3.999059160000000190e+01,1.162980249000000015e+02,3.999110660000000195e+01,1.162972449999999895e+02,1.040000000000000000e+02,1.090000000000000000e+02
3.999058333333329784e+01,1.162981833333330002e+02,3.998986666666669976e+01,1.162979166666670068e+02,1.810000000000000000e+02,4.000000000000000000e+00
3.998993333333329758e+01,1.163027833333329966e+02,3.998964999999999748e+01,1.162981166666669992e+02,1.810000000000000000e+02,1.300000000000000000e+01
