4.005129329999999754e+01,1.162918749000000105e+02,3.998765829999999966e+01,1.163029283000000049e+02,2.500000000000000000e+01,3.110000000000000000e+02
4.005142490000000066e+01,1.162918749000000105e+02,3.998709000000000202e+01,1.163016765999999791e+02,2.500000000000000000e+01,3.410000000000000000e+02
4.005100329999999786e+01,1.162917515999999836e+02,3.998749829999999150e+01,1.163032582999999818e+02,2.500000000000000000e+01,3.790000000000000000e+02
4.005076989999999881e+01,1.162924100000000038e+02,3.998762329999999565e+01,1.163033249000000069e+02,2.500000000000000000e+01,3.820000000000000000e+02
4.005112160000000188e+01,1.162920115999999950e+02,3.998757160000000255e+01,1.163031682999999958e+02,2.500000000000000000e+01,4.490000000000000000e+02
4.005149660000000011e+01,1.162920565999999809e+02,3.998751160000000482e+01,1.163031398999999908e+02,2.500000000000000000e+01,4.510000000000000000e+02
4.005032999999999532e+01,1.162922665999999907e+02,3.998692830000000242e+01,1.163036582999999808e+02,2.500000000000000000e+01,4.600000000000000000e+02
4.005120989999999637e+01,1.162921432999999922e+02,3.998758829999999875e+01,1.163033332999999914e+02,2.500000000000000000e+01,4.840000000000000000e+02
4.005015159999999952e+01,1.162929765999999887e+02,3.998765829999999966e+01,1.163032000000000039e+02,2.500000000000000000e+01,5.090000000000000000e+02
4.005027830000000222e+01,1.162923865999999862e+02,3.998750489999999758e+01,1.163032065999999816e+02,2.500000000000000000e+01,5.180000000000000000e+02
4.005285829999999692e+01,1.162926515999999850e+02,3.998754329999999868e+01,1.163029632999999876e+02,2.500000000000000000e+01,5.400000000000000000e+02
4.005182829999999683e+01,1.162922065999999859e+02,3.998710330000000113e+01,1.163029449000000000e+02,2.500000000000000000e+01,5.860000000000000000e+02
