3.999887499999999818e+01,1.163245139999999935e+02,4.000741299999999967e+01,1.163194909999999851e+02,0.000000000000000000e+00,1.500000000000000000e+01
4.000003699999999895e+01,1.163244940000000014e+02,4.000737000000000165e+01,1.163195560000000057e+02,0.000000000000000000e+00,1.900000000000000000e+01
3.999861099999999681e+01,1.163236610000000155e+02,4.000715699999999941e+01,1.163193210000000022e+02,0.000000000000000000e+00,3.000000000000000000e+01
3.999970199999999920e+01,1.163241629999999844e+02,4.000728200000000356e+01,1.163196510000000075e+02,0.000000000000000000e+00,3.400000000000000000e+01
3.999956999999999852e+01,1.163246010000000012e+02,4.001033499999999776e+01,1.163232780000000020e+02,0.000000000000000000e+00,4.000000000000000000e+01
3.999996900000000011e+01,1.163274370000000175e+02,4.001106000000000051e+01,1.163217330000000089e+02,0.000000000000000000e+00,5.000000000000000000e+01
4.000001699999999971e+01,1.163274789999999967e+02,4.001102900000000062e+01,1.163218659999999858e+02,0.000000000000000000e+00,5.400000000000000000e+01
3.999990100000000126e+01,1.163273939999999982e+02,4.001104199999999622e+01,1.163218490000000003e+02,0.000000000000000000e+00,5.600000000000000000e+01
3.999985200000000418e+01,1.163271909999999849e+02,4.000819400000000314e+01,1.163193100000000157e+02,0.000000000000000000e+00,6.000000000000000000e+01
3.999998599999999982e+01,1.163290179999999907e+02,4.000806699999999694e+01,1.163199899999999900e+02,0.000000000000000000e+00,6.400000000000000000e+01
3.999999199999999888e+01,1.163272000000000048e+02,4.000784999999999769e+01,1.163204590000000138e+02,0.000000000000000000e+00,6.800000000000000000e+01
3.999998300000000029e+01,1.163271770000000060e+02,4.000645200000000301e+01,1.163204370000000125e+02,0.000000000000000000e+00,7.200000000000000000e+01
3.999990400000000079e+01,1.163271989999999931e+02,4.000787299999999647e+01,1.163197030000000041e+02,0.000000000000000000e+00,7.700000000000000000e+01
4.000032300000000163e+01,1.163275320000000050e+02,4.000753699999999924e+01,1.163198149999999913e+02,0.000000000000000000e+00,8.500000000000000000e+01
3.999962999999999624e+01,1.163271230000000003e+02,4.000817700000000343e+01,1.163201990000000023e+02,0.000000000000000000e+00,8.700000000000000000e+01
3.999949000000000154e+01,1.163273840000000092e+02,4.000815300000000008e+01,1.163198770000000053e+02,0.000000000000000000e+00,9.600000000000000000e+01
3.999976199999999693e+01,1.163273620000000079e+02,4.000757999999999726e+01,1.163196899999999943e+02,0.000000000000000000e+00,1.000000000000000000e+02
4.000000500000000159e+01,1.163259129999999857e+02,4.000773399999999924e+01,1.163198469999999958e+02,0.000000000000000000e+00,1.060000000000000000e+02
4.000187199999999876e+01,1.163267870000000102e+02,4.000781299999999874e+01,1.163197260000000028e+02,0.000000000000000000e+00,1.090000000000000000e+02
3.999993200000000115e+01,1.163273610000000104e+02,4.000790300000000599e+01,1.163196480000000008e+02,0.000000000000000000e+00,1.120000000000000000e+02
3.999995300000000498e+01,1.163271409999999975e+02,4.000934300000000121e+01,1.163193490000000025e+02,0.000000000000000000e+00,1.180000000000000000e+02
3.999957100000000310e+01,1.163269350000000060e+02,4.000760700000000014e+01,1.163197509999999966e+02,0.000000000000000000e+00,1.210000000000000000e+02
